Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
NEC MobilePro 780,1/03/2000,2000,140,0.015594958,0.000392223,0.083582113,0.460431655,0.219512195,0.103174603,0.650750341,0.336065574,0.145606158,0.18846755,0.153017241,0.100706714
Psion Series 7,1/03/2000,2000,141,0.00778222,0.000261141,0.065929064,0.431654676,0.219512195,0.222222222,0.623465211,0.545081967,0.198203977,0.329400681,0.234913793,0.149671883
Sharp Telios VJ1C,1/03/2000,2000,142,0.015594958,0.000392223,0.064073217,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863
Casio Cassiopeia E-115,1/05/2000,2000,143,0.015594958,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.035522343,0.026724138,0.17617365
Casio Cassiopeia E-125,1/05/2000,2000,144,0.015594958,0.000261141,0.074578008,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.037535062,0.042025862,0.154972236
NEC MobilePro 880,1/06/2000,2000,145,0.015594958,0.000392223,0.083582113,0.553956835,0.284552846,0.281746032,0.650750341,0.573770492,0.134060295,0.258248935,0.24137931,0.156234225
Compaq iPAQ H3130 / H3135 / H3150,1/07/2000,2001,146,0.00778222,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.039333662,0.043103448,0.139323574
Hewlett-Packard Jornada 545,1/07/2000,2001,147,0.00778222,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448,0.157748612
Hewlett-Packard Jornada 547 / 548,1/07/2000,2001,148,0.015594958,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448,0.157748612
Sony Clie PEG-S500C,1/07/2000,2001,149,0.003875851,6.45E-05,0.009548354,0.115107914,0.024390244,0.063492063,0.175716235,0.269262295,0.05837075,0.017022461,0.013146552,0.060575467
Compaq iPAQ H3630 / H3635 / H3650,1/08/2000,2001,150,0.015594958,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.324304649,0.276939655,0.140333165
Palm m100,1/08/2000,2001,151,0.000946074,3.17E-05,0.007547442,0.079136691,0.024390244,0.063492063,0.198362892,0.28442623,0.078255292,0.027300173,0.013943966,0.095153963
Casio Cassiopeia EM-500,1/09/2000,2001,152,0.00778222,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.206002729,0.323770492,0.076330981,0.051988095,0.050646552,0.17617365
Diamond Mako,1/09/2000,2001,153,0.003875851,0.000261141,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247
Hewlett-Packard Jornada 720,1/09/2000,2001,154,0.015594958,0.000523305,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785
Psion Revo Plus,1/09/2000,2001,155,0.00778222,0.000130058,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247
Handspring Visor Platinum,1/10/2000,2001,156,0.003875851,3.17E-05,0.016051319,0.115107914,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103,0.058556285
Handspring Visor Prism,1/10/2000,2001,157,0.003875851,3.17E-05,0.016051319,0.122302158,0.024390244,0.063492063,0.190177353,0.298770492,0.089159718,0.030340663,0.029310345,0.057546694
Hewlett-Packard Jornada 710,1/10/2000,2001,158,0.015594958,0.000392223,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785
Sharp Telios HC-AJ3,1/11/2000,2001,159,0.015594958,0.000523305,0.073577551,0.482014388,0.284552846,0.281746032,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931,0.18753155
Casio Cassiopeia IT-700M30E,1/12/2000,2001,160,0.015594958,0.000523305,0.074578008,0.143884892,0.056910569,0.142857143,0.227830832,0.483606557,0.140474663,0.045371818,0.049568966,0.17617365
Hewlett-Packard Jornada 520 / 525,1/12/2000,2001,161,0.00778222,0.000261141,0.06607413,0.129496403,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.036637931,0.17617365
Sharp Telios VJ2C,1/12/2000,2001,162,0.015594958,0.000523305,0.073577551,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863
Casio Cassiopeia EG-800,1/01/2001,2001,163,0.015594958,0.000523305,0.074578008,0.129496403,0.056910569,0.142857143,0.214188267,0.352459016,0.121231559,0.028713359,0.028017241,0.17617365
Psion Series 5mx Pro,1/01/2001,2001,164,0.015594958,0.000261141,0.017984201,0.28057554,0.219512195,0.103174603,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069,0.19661787
Sharp Telios HC-7000,1/01/2001,2001,165,0.015594958,0.000523305,0.073577551,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863
Kyocera QCP 6035,1/02/2001,2001,166,0.003875851,3.17E-05,0.007547442,0.057553957,0.024390244,0.063492063,0.155525239,0.382131148,0.100705581,0.032717384,0.031896552,0.114588592
NEC MobilePro 790,1/02/2001,2001,167,0.015594958,0.000654388,0.083582113,0.460431655,0.219512195,0.103174603,0.650750341,0.336065574,0.145606158,0.18846755,0.153232759,0.100706714
Compaq iPAQ H3660 / H3670,1/03/2001,2001,168,0.031220435,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.027043231,0.022198276,0.152195861
CyberBank PC-EPhone,1/03/2001,2001,169,0.00778222,0.000523305,0.102590781,0.165467626,0.219512195,0.222222222,0.263301501,0.319672131,0.108402822,0.123525255,0.127155172,0.315497224
Handspring Visor Edge,1/03/2001,2001,170,0.003875851,3.17E-05,0.016051319,0.107913669,0.024390244,0.063492063,0.19781719,0.286885246,0.031430404,0.012697257,0.01637931,0.064866229
Palm m105,1/03/2001,2001,171,0.003875851,3.17E-05,0.007547442,0.079136691,0.024390244,0.063492063,0.198362892,0.28442623,0.078255292,0.027300173,0.014008621,0.095153963
Palm m500,1/03/2001,2001,172,0.003875851,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.19154161,0.266803279,0.035920462,0.012483138,0.0125,0.08404846
Palm m505,1/03/2001,2001,173,0.003875851,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.192360164,0.26557377,0.04233483,0.014388797,0.01637931,0.08404846
HandEra 330,1/04/2001,2001,174,0.003875851,3.17E-05,0.016051319,0.136690647,0.056910569,0.142857143,0.203274216,0.295081967,0.069916613,0.026229578,0.023060345,0.168096921
Sony Clie PEG-N710C,1/05/2001,2001,175,0.003875851,6.45E-05,0.016051319,0.100719424,0.089430894,0.142857143,0.181446112,0.295081967,0.073123797,0.02366015,0.021594828,0.250630994
Abocom X-Pilot,1/06/2001,2001,176,0.062471389,0.000523305,0.102590781,0.625899281,0.284552846,0.281746032,0.746248295,0.766393443,0.101988454,0.432862985,0.331896552,0.129732458
Siemens Gigaset CL4 SIMpad,1/06/2001,2001,177,0.015594958,0.000261141,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.191810345,0.18753155
Sony Clie PEG-N610C,1/06/2001,2001,178,0.003875851,6.45E-05,0.016051319,0.100719424,0.089430894,0.142857143,0.181446112,0.295081967,0.073123797,0.02366015,0.021551724,0.250630994
Telekom T-SinusPad,1/06/2001,2001,179,0.015594958,0.000261141,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.191810345,0.18753155
ViewSonic ViewPad 100,1/06/2001,2001,180,0.062471389,0.000523305,0.102590781,0.582733813,0.284552846,0.281746032,0.937244202,0.631147541,0.04425914,0.188339079,0.224137931,0.14437153
NTT DoCoMo Sigmarion II.,1/07/2001,2002,181,0.015594958,0.000523305,0.099589413,0.323741007,0.219512195,0.103174603,0.497953615,0.237704918,0.134060295,0.089994219,0.08512931,0.358909642
Sony Clie PEG-S320,1/08/2001,2002,182,0.003875851,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.181446112,0.282786885,0.057087877,0.018221528,0.013146552,0.08404846
Toshiba Genio e550,1/08/2001,2002,183,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.323328786,0.116803279,0.073123797,0.026850524,0.026724138,0.17617365
Handspring Visor Neo,1/09/2001,2002,184,0.003875851,3.17E-05,0.016051319,0.107913669,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020474138,0.064866229
Handspring Visor Pro,1/09/2001,2002,185,0.00778222,3.17E-05,0.016051319,0.107913669,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.021982759,0.064866229
Palm m125,1/09/2001,2002,186,0.003875851,6.45E-05,0.016051319,0.079136691,0.024390244,0.063492063,0.198362892,0.299180328,0.101988454,0.036079053,0.019612069,0.095153963
Siemens SX45,1/09/2001,2002,187,0.015594958,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.219645293,0.35,0.130853111,0.056912832,0.050646552,0.17617365
Acer s10,1/10/2001,2002,188,0.00778222,0.000130058,0.016051319,0.107913669,0.024390244,0.063492063,0.192360164,0.290983607,0.04425914,0.016273045,0.017241379,0.064866229
Hewlett-Packard Jornada 564 / 565,1/10/2001,2002,189,0.015594958,0.000523305,0.102590781,0.136690647,0.056910569,0.142857143,0.190995907,0.340163934,0.071199487,0.027749823,0.024353448,0.166582534
IBM WorkPad c500,1/10/2001,2002,190,0.003875851,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.19154161,0.266803279,0.035920462,0.012483138,0.0125,0.08404846
IBM WorkPad c505,1/10/2001,2002,191,0.003875851,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.192360164,0.26557377,0.04233483,0.014388797,0.01637931,0.08404846
Trium Mondo,1/10/2001,2002,192,0.00778222,0.000261141,0.082581657,0.158273381,0.056910569,0.142857143,0.211459754,0.370901639,0.08274535,0.038220243,0.029741379,0.146895507
Hewlett-Packard Jornada 567 / 568,1/11/2001,2002,193,0.031220435,0.000523305,0.102590781,0.136690647,0.056910569,0.142857143,0.190995907,0.340163934,0.071199487,0.027749823,0.024353448,0.166582534
Sony Clie PEG-T415C / PEG-T425C,1/11/2001,2002,194,0.003875851,6.45E-05,0.016051319,0.079136691,0.089430894,0.142857143,0.181446112,0.282786885,0.027581783,0.009742415,0.013362069,0.29656739
Casio Cassiopeia E-200,1/12/2001,2002,195,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.206002729,0.331967213,0.073123797,0.024687922,0.026939655,0.17617365
Compaq iPAQ H3730,1/12/2001,2002,196,0.015594958,0.000523305,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.027043231,0.024568966,0.152195861
Compaq iPAQ H3760 / H3765,1/12/2001,2002,197,0.031220435,0.000523305,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.027043231,0.024568966,0.152195861
CyberBank PC-EPhone II,1/12/2001,2002,198,0.015594958,0.000523305,0.102590781,0.165467626,0.219512195,0.222222222,0.263301501,0.319672131,0.108402822,0.044087104,0.046336207,0.390711762
Samsung SPH-i300,1/12/2001,2002,199,0.003875851,3.17E-05,0.016051319,0.086330935,0.056910569,0.063492063,0.140518417,0.307377049,0.095574086,0.022889322,0.023706897,0.137809187
Sony Clie PEG-N760C / PEG-N770C,1/12/2001,2002,200,0.003875851,6.45E-05,0.016051319,0.100719424,0.089430894,0.142857143,0.181446112,0.295081967,0.073123797,0.02366015,0.021551724,0.250630994
Hewlett-Packard Jornada 728,1/01/2002,2002,201,0.031220435,0.000523305,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.098060345,0.15345785
Palm i705,1/01/2002,2002,202,0.003875851,6.45E-05,0.016051319,0.09352518,0.024390244,0.063492063,0.19372442,0.282786885,0.060295061,0.020898015,0.023275862,0.078748107
Samsung NEXiO S150 / NEXiO S151,1/01/2002,2002,203,0.031220435,0.000523305,0.102590781,0.244604317,0.284552846,0.222222222,0.404638472,0.172131148,0.05644644,0.035500931,0.038793103,0.348056537
Sony Clie PEG-S360,1/01/2002,2002,204,0.00778222,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.181446112,0.282786885,0.057087877,0.018221528,0.013146552,0.08404846
Compaq iPAQ H3830 / H3835 / H3840 / H3850 (HTC Rosella),1/02/2002,2002,205,0.031220435,0.000523305,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.348360656,0.061577935,0.027043231,0.024568966,0.152195861
Handspring Treo 180,1/02/2002,2002,206,0.00778222,6.45E-05,0.016051319,0.079136691,0.024390244,0.063492063,0.17053206,0.25,0.076330981,0.019806008,0.01875,0.095153963
Handspring Treo 180g,1/02/2002,2002,207,0.00778222,6.45E-05,0.016051319,0.079136691,0.024390244,0.063492063,0.17053206,0.25,0.076330981,0.019806008,0.01875,0.095153963
Compaq iPAQ H3870 / H3875 (HTC Rosella),1/03/2002,2002,208,0.031220435,0.000523305,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.348360656,0.061577935,0.027043231,0.024568966,0.152195861
Hewlett-Packard Jornada 928 WDA,1/03/2002,2002,209,0.031220435,0.000523305,0.065573902,0.129496403,0.056910569,0.142857143,0.194542974,0.360655738,0.067992303,0.028670535,0.02887931,0.17617365
Palm m130,1/03/2002,2002,210,0.003875851,6.45E-05,0.016051319,0.079136691,0.024390244,0.063492063,0.198362892,0.299180328,0.101988454,0.036079053,0.020905172,0.095153963
Palm m515,1/03/2002,2002,211,0.00778222,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.192360164,0.26557377,0.04233483,0.014388797,0.017025862,0.08404846
Siemens SX45i,1/03/2002,2002,212,0.015594958,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.219645293,0.35,0.130853111,0.056912832,0.05237069,0.17617365
Sony Clie PEG-T615C / PEG-T625C,1/03/2002,2002,213,0.00778222,6.45E-05,0.016051319,0.09352518,0.089430894,0.142857143,0.181446112,0.282786885,0.04425914,0.014538681,0.017241379,0.26476527
Handspring Treo 90,1/04/2002,2002,214,0.00778222,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.175989086,0.241803279,0.063502245,0.016829754,0.011853448,0.086572438
O2 XDA (HTC Wallaby),1/04/2002,2002,215,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.181446112,0.327868852,0.076330981,0.026850524,0.030387931,0.17617365
Siemens SIMpad SL4,1/04/2002,2002,216,0.031220435,0.000523305,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.198275862,0.18753155
Siemens SIMpad SLC,1/04/2002,2002,217,0.031220435,0.000523305,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.198275862,0.18753155
T-Mobile MDA (HTC Wallaby),1/04/2002,2002,218,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.181446112,0.327868852,0.076330981,0.026850524,0.030387931,0.17617365
Toshiba Genio e570,1/04/2002,2002,219,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.323328786,0.116803279,0.073123797,0.026850524,0.026724138,0.17617365
Audiovox Maestro PDA-1032,1/05/2002,2002,220,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.323328786,0.116803279,0.073123797,0.026850524,0.026724138,0.17617365
Casio BE-300 Pocket Manager,1/05/2002,2002,221,0.00778222,0.000261141,0.082581657,0.107913669,0.056910569,0.142857143,0.189631651,0.295081967,0.075689545,0.065070766,0.07112069,0.22387683
Dopod 686 (HTC Wallaby),1/05/2002,2002,222,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.181446112,0.327868852,0.076330981,0.026850524,0.030387931,0.17617365
Handspring Treo 270,1/05/2002,2002,223,0.00778222,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.175989086,0.241803279,0.095574086,0.025030512,0.020043103,0.086572438
NEC MobilePro P300,1/05/2002,2002,224,0.015594958,0.000523305,0.102590781,0.151079137,0.056910569,0.142857143,0.189631651,0.290983607,0.079538165,0.026679228,0.027586207,0.152195861
Qtek 1010 / 1020 (HTC Wallaby),1/05/2002,2002,225,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.181446112,0.327868852,0.076330981,0.026850524,0.030387931,0.17617365
Sony Clie PEG-NR70,1/05/2002,2002,226,0.00778222,0.000130058,0.032558847,0.151079137,0.154471545,0.142857143,0.179536153,0.359016393,0.067992303,0.025865576,0.030172414,0.273094397
Sony Clie PEG-NR70V,1/05/2002,2002,227,0.00778222,0.000130058,0.032558847,0.151079137,0.154471545,0.142857143,0.179536153,0.359016393,0.067992303,0.025865576,0.030172414,0.273094397
CyberBank PC-EPhone III,1/06/2002,2002,228,0.031220435,0.000523305,0.102590781,0.165467626,0.219512195,0.222222222,0.260572988,0.319672131,0.08274535,0.054985761,0.045258621,0.390711762
Sagem WA3050,1/06/2002,2002,229,0.00778222,0.000261141,0.102590781,0.158273381,0.056910569,0.142857143,0.20218281,0.33442623,0.066709429,0.027749823,0.029741379,0.146895507
Sony Clie PEG-T665C / PEG-T675C,1/06/2002,2002,230,0.00778222,0.000130058,0.032558847,0.09352518,0.089430894,0.142857143,0.181446112,0.282786885,0.04425914,0.014538681,0.017241379,0.26476527
Sony Clie PEG-SL10 /  PEG-SL10U / PEG-SL10E,1/07/2002,2003,231,0.003875851,6.45E-05,0.016051319,0.079136691,0.089430894,0.142857143,0.178171896,0.225409836,0.066709429,0.016936813,0.009267241,0.29656739
Acer s50,1/08/2002,2003,232,0.00778222,6.45E-05,0.016051319,0.100719424,0.089430894,0.142857143,0.195088677,0.299180328,0.04425914,0.017043873,0.018318966,0.250630994
Acer s60,1/08/2002,2003,233,0.00778222,6.45E-05,0.016051319,0.100719424,0.089430894,0.142857143,0.195088677,0.299180328,0.04425914,0.017043873,0.018318966,0.250630994
Asus MyPal A600,1/08/2002,2003,234,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.186903138,0.31147541,0.042976267,0.016251633,0.016810345,0.17617365
Fujitsu-Siemens Pocket LOOX 600,1/08/2002,2003,235,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.206002729,0.340163934,0.069916613,0.029955249,0.024784483,0.17617365
Handspring Treo 300,1/08/2002,2003,236,0.00778222,6.45E-05,0.016051319,0.086330935,0.024390244,0.063492063,0.175989086,0.241803279,0.094291212,0.024709333,0.021982759,0.086572438
Hewlett-Packard iPAQ H3950 / H3955,1/08/2002,2003,237,0.031220435,0.000523305,0.199635034,0.151079137,0.056910569,0.142857143,0.210095498,0.348360656,0.061577935,0.028178061,0.026724138,0.152195861
Hewlett-Packard iPAQ H3970 / H3975,1/08/2002,2003,238,0.031220435,0.00078547,0.199635034,0.151079137,0.056910569,0.142857143,0.210095498,0.348360656,0.061577935,0.028178061,0.026724138,0.152195861
Sony Clie PEG-SJ20 / PEG-SJ20U / PEG-SJ20E,1/08/2002,2003,239,0.00778222,6.45E-05,0.016051319,0.079136691,0.089430894,0.142857143,0.178171896,0.225409836,0.073123797,0.018542706,0.014008621,0.29656739
Sony Clie PEG-SJ30 / PEG-SJ30U / PEG-SJ30E,1/08/2002,2003,240,0.00778222,6.45E-05,0.016051319,0.079136691,0.089430894,0.142857143,0.178171896,0.225409836,0.073123797,0.018542706,0.017025862,0.29656739
ViewSonic Pocket PC V35,1/08/2002,2003,241,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.190995907,0.301229508,0.041693393,0.015844807,0.0125,0.17617365
Yakumo PDA Alpha,1/08/2002,2003,242,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.191814461,0.294262295,0.049390635,0.017964585,0.016810345,0.17617365
Audiovox Thera PDA-2032,1/09/2002,2003,243,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.192360164,0.323770492,0.089159718,0.032760208,0.029741379,0.17617365
Toshiba e740,1/09/2002,2003,244,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.19781719,0.31147541,0.031430404,0.013810676,0.017241379,0.17617365
Toshiba Genio e310,1/09/2002,2003,245,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.19781719,0.31147541,0.04041052,0.01678693,0.017241379,0.17617365
Siemens SX56 (HTC Wallaby),1/10/2002,2003,246,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.181446112,0.327868852,0.076330981,0.026850524,0.030387931,0.17617365
